i,# source_system,supplier_name,supplier_level1, spend ,count(*)
26784,PCARD,MANDALAY PLACE,,$7.00 ,1
26787,PCARD,MANDRAIN GARDEN,,$131.16 ,4
26793,PCARD,Manhattan Telecommunicati,,"$4,519.00 ",4
26801,PCARD,MANNA NW LLC,,$664.99 ,1
26804,PCARD,MANNINGS RESTAURANT LLC,,$150.97 ,1
26805,ARS_JDE,MANOLO'S MEXICAN SEAFOOD,,$50.00 ,1
26806,ARS_JDE,MANPOWER GROUP US INC,,"$24,671.16 ",16
26807,PCARD,MANSFIELD SHREDDING SERV,,"$1,810.00 ",2
26809,PCARD,MANSFIELD*SE*RVICE FEE,,$20.00 ,8
26813,PCARD,MANSFIELDMIS*CGOVPYMT,,$360.00 ,8
26814,PCARD,MANSFIELDMISCGOVPYMT,,$910.00 ,19
26821,ARS_JDE,MANTOLOKING BORO,,$50.00 ,1
26823,ARS_JDE,MANVILLE BORO,,"$1,523.00 ",7
26824,PCARD,MANY CIRCUIT BREAKERS,,"$1,804.81 ",13
26825,ARS_JDE,MAP COMMUNICATIONS,,"$26,880.08 ",30
26826,PCARD,MAPBUSINESSONLINE,,$500.00 ,1
26827,PCARD,MAPCO 3066,,$21.00 ,1
26828,PCARD,MAPCO 3280,,$55.90 ,1
26829,PCARD,MAPCO 3692,,$65.86 ,2
26830,PCARD,MAPCO EXPRESS #3401,,$43.00 ,2
26835,PCARD,MAPLEBEAR INC.,,$129.58 ,2
26838,PCARD,MAPLETON FLORAL AND GIFTS,,$227.87 ,2
26840,ARS_JDE,MAPLETON SHOP HOLDINGS,,"$150,278.64 ",23
26841,PCARD,MAPLEWOOD GOLDEN FOODS,,$70.61 ,7
26842,PCARD,MAPLEWOOD PIZZA,,$94.33 ,1
26843,ARS_JDE,MAPLEWOOD TOWNSHIP,NON-SOURCEABLE,"$5,855.04 ",19
26846,PCARD,MARATHON PETRO148700,,$33.02 ,1
26851,PCARD,MARATHON PETRO257485,,$40.01 ,1
26853,PCARD,MARATHON PETRO39248,,$27.01 ,1
26854,PCARD,MARATHON PETRO43422,,$31.31 ,1
26855,PCARD,MARATHON PETRO48942,,$22.31 ,1
26856,PCARD,MARATHON PETRO65318,,$25.61 ,2
26857,PCARD,MARATHON PETRO96214,,$37.50 ,1
26858,PCARD,MARATHON PETROLEUM COMPAN,,"$1,478.22 ",34
26859,PCARD,MARATHON PITTSBURGH INC.,,$18.07 ,1
26861,PCARD,MARBLE USA INC,,$41.32 ,3
26863,PCARD,MARCH FIRST BREWING,,$92.33 ,1
26867,PCARD,MARCOS PIZZA -  6026,,$50.30 ,1
26868,PCARD,MARCOS PIZZA - 2066 - MOM,,$162.00 ,2
26869,PCARD,MARCOS PIZZA - 5040,,$582.81 ,4
26870,PCARD,MARCOS PIZZA - 8466,,$112.95 ,1
26871,PCARD,MARCOS PIZZA - 8498,,$26.87 ,1
26875,PCARD,MARGARITAS AT BUCKEYE LAK,,$90.68 ,1
26876,PCARD,MARGARITAS JOHNSON DRIVE,,$39.44 ,1
26877,PCARD,MARGARITAS MEXICAN #5 ROC,,$89.81 ,1
26878,PCARD,MARGARITAVILLE LAS VEG,,$27.83 ,1
26880,ARS_JDE,MARGATE CITY,,$291.00 ,1
26882,PCARD,MARIAN CENTRAL CATHOLIC,,"$3,860.10 ",1
26884,ARS_JDE,MARIANNE POWER - PETTY CASH,NON-SOURCEABLE,"$5,122.43 ",17
26885,PCARD,MARIETTA COFFEE COMPANY,,$13.08 ,1
26886,PCARD,MARIN COUNTY DPW,NON-SOURCEABLE,"$1,346.62 ",3
26887,ARS_JDE,MARIN RESOURCE RECOVERY CENTER,,"$16,245.50 ",95
26893,PCARD,MARIOLA BURGERS DUBLIN,,$35.00 ,1
26899,PCARD,MARION*SERVI*CE FEE,,$2.50 ,1
26906,PCARD,MARISCOS EL BARCO,,$91.26 ,1
26909,ARS_JDE,MARK SIEVERS - PETTY CASH,NON-SOURCEABLE,"$9,534.81 ",28
26910,PCARD,MARKET ST1409,,$12.37 ,1
26911,PCARD,MARKET STREET 565,,$19.13 ,1
26912,PCARD,MARKET@WORK 2067379149,,$71.25 ,16
26913,PCARD,MARKETPLACE 1897 CLT,,$112.83 ,4
26914,PCARD,MARKETPLACE EVENTS,,"$58,987.25 ",65
26915,ARS_JDE,MARKETSTORM.AI,,"$440,000.00 ",4
26917,ARS_JDE,MARKS PLUMBING PARTS,,"$4,735.05 ",49
26918,PCARD,MARKS PUB,,$55.34 ,1
26919,ARS_JDE,Markus  Supply Ace Hardware,ACE HARDWARE,$52.43 ,5
26926,PCARD,MARRAZZO'S AUTO SERVICE,,"$5,006.37 ",4
26928,PCARD,MARRIOT DALLAS LAS COL,,$646.21 ,3
26932,PCARD,MARRIOTT BURR RIDGE,MARRIOTT,$457.14 ,2
26933,PCARD,MARRIOTT BWI AIRPORT,MARRIOTT,$341.26 ,1
26934,PCARD,MARRIOTT DALLAS PLANO,MARRIOTT,$233.39 ,1
26935,PCARD,MARRIOTT DEL MAR RESTA,MARRIOTT,$16.97 ,1
26936,PCARD,MARRIOTT DULLES AIRPOR,MARRIOTT,"$3,615.15 ",2
26937,PCARD,MARRIOTT GASLAMP QUART,MARRIOTT,"$5,588.00 ",13
26938,PCARD,MARRIOTT HOTEL JAX DOW,MARRIOTT,$658.50 ,1
26941,PCARD,MARRIOTT HOUSTON NORTH,MARRIOTT,$820.90 ,4
26945,PCARD,MARRIOTT JACKSONVILLE,MARRIOTT,$877.19 ,2
26946,PCARD,MARRIOTT JW  CAMELBK F,MARRIOTT,"$1,167.57 ",5
26947,PCARD,MARRIOTT JW HILL RSRT&,MARRIOTT,"$4,177.91 ",11
26948,PCARD,MARRIOTT LOUISVILLE F&,MARRIOTT,$27.32 ,1
26949,PCARD,MARRIOTT MEMPHIS EAST,MARRIOTT,"$10,830.63 ",25
26950,PCARD,MARRIOTT MIKADO'S,MARRIOTT,$283.24 ,1
26951,PCARD,MARRIOTT NEW ORL F&B,MARRIOTT,$9.94 ,1
26952,PCARD,MARRIOTT NEW ORLEANS,MARRIOTT,"$2,500.99 ",5
26953,PCARD,MARRIOTT NORTH CHARLES,MARRIOTT,$190.02 ,3
26954,PCARD,MARRIOTT ORLANDO LAKE,MARRIOTT,"$1,084.53 ",7
26955,PCARD,MARRIOTT ORLANDO WC F&,MARRIOTT,$118.00 ,5
26956,PCARD,MARRIOTT ORLANDO WORLD,MARRIOTT,"$6,657.61 ",20
26957,PCARD,MARRIOTT RIVERSIDE CC,MARRIOTT,"$5,043.51 ",16
26959,PCARD,MARRIOTT SCOTTSDALE DT,MARRIOTT,$724.66 ,4
26960,PCARD,MARRIOTT SIRO,MARRIOTT,$67.45 ,1
26963,PCARD,MARRIOTTJWHILL RST&SPA,MARRIOTT,$388.26 ,1
26969,ARS_JDE,MARSHALL COUNTY,NON-SOURCEABLE,$135.00 ,1
26975,PCARD,MARSHALLS #0345,,$18.53 ,1
26976,PCARD,MARSHALLS #1062,,$72.69 ,2
26978,PCARD,MARSHALLS INDSTRL HRDWR,,$104.10 ,1
26982,PCARD,MARSHALLS OF MA INC,,$6.57 ,1
26988,ARS_JDE,MARTIN & COMPANY,,"$74,455.00 ",168
26989,PCARD,MARTIN BRIGHT,,$795.00 ,1
26990,ARS_JDE,MARTIN CLEANS INC,,$590.00 ,1
26991,ARS_JDE,MARTIN COUNTY CLERK OF COURT,NON-SOURCEABLE,$30.00 ,2
26992,PCARD,MARTIN GARAGE DOORS,,"$1,086.00 ",1
26993,ARS_JDE,MARTIN MARIETTA MATERIALS INC,,"$27,444.78 ",103
26994,ARS_JDE,MARTIN SAFETY SOLUTIONS,,"$2,029,273.04 ",2621
27038,PCARD,MARTIN'S RESTAURANT SYST,,$313.28 ,2
27041,PCARD,MARVAIR,,"$4,482.93 ",5
27042,PCARD,MARVAN HOTEL LLC,,"$2,060.35 ",8
27043,PCARD,MARVINO'S ITALIAN KITCHEN,,"$1,595.43 ",1
27044,ARS_JDE,MARY S KING,,"$323,733.12 ",77
27045,PCARD,MARYJANE'S COFFEE SHOP,,$31.94 ,1
27047,ARS_JDE,MARYLAND RESTORATION,,"$58,605.57 ",28
27048,PCARD,MARYS CAFE SC INC,,$23.51 ,1
27049,PCARD,MARY'S DONUTS,,$428.27 ,11
27050,PCARD,MARYSVILLE HOSPITALITY LL,,"$1,228.58 ",2
27051,PCARD,MARYSVILLE RURALKING #88,,$106.99 ,1
27052,PCARD,MARYSVILLEOH*UTILITY,,$280.03 ,2
27054,PCARD,MAS FUEGO,,$802.08 ,5
27055,PCARD,MASAKA LLC,,$10.00 ,1
27056,PCARD,MASC BL RE* 2023-2024,,"$5,576.13 ",1
27058,PCARD,MASCPORTAL* 2024-2025,,"$1,839.65 ",1
27059,PCARD,MASHITA TERIYAKI  KING CI,,$38.35 ,1
27063,PCARD,MASON BURGERS 5 LLC,,$18.39 ,1
27064,PCARD,MASON DIXON CAFE - FRE,,$166.81 ,2
27065,ARS_JDE,MASON GIL,,$700.00 ,1
27066,PCARD,MASON ROAD FOOD MART INC,,$160.27 ,2
27067,PCARD,MASON SAND & GRAVEL,,"$4,124.72 ",39
27072,ARS_JDE,MASONS SAND & GRAVEL COMPANY LLC,,"$6,959.49 ",64
27073,ARS_JDE,MASS FIRE EXTINGUISHERS,,$590.00 ,2
27074,PCARD,MASSACHUSETTS PORT AUTHO,,$354.00 ,2
27075,PCARD,MASSAGE ENVY GIFT CARD FU,,$100.00 ,1
27076,PCARD,MASSASSOCPL,,"$1,160.00 ",1
27079,PCARD,MASSEY YARDLEY,,$517.65 ,1
27081,PCARD,MASSIMOS PIZZA & PASTA,,$50.35 ,1
27084,PCARD,MASTER ELECTRICAL SERVICE,,$289.00 ,1
27085,PCARD,Master Magnetics Inc,,$829.01 ,1
27086,ARS_JDE,MASTER MECHANICAL SERVICES INC,,"$476,783.48 ",26
27088,PCARD,MASTER PIZZA - WEST ORANG,,$101.89 ,1
27092,ARS_JDE,MATAWAN BORO,,$336.00 ,1
27093,ARS_JDE,MATEERS STORAGE TRAILERS INC,,"$2,168.58 ",33
27095,PCARD,MATERA'S ON PARK,,$16.38 ,1
27096,PCARD,MATERAS ON* MATERAS ON,,$103.05 ,1
27097,PCARD,MATERIAL LIFT SALES INC,,"$1,104.26 ",1
27100,ARS_JDE,MATHESON TRI-GAS INC,,"$20,192.25 ",307
27101,ARS_JDE,MATHEWS GROUP,,"$1,026.89 ",2
27108,ARS_JDE,MATIS PAULEY C/O MINNIE WATKINS,,$539.00 ,1
27110,PCARD,MATSUI SUSHI,,$78.15 ,1
27114,ARS_JDE,MATTHEW DAUBENMIRE - PETTY CASH,NON-SOURCEABLE,"$3,577.05 ",10
27115,ARS_JDE,MATTHEW HAULK CLIENT TRUST ACCOUNT,,"$70,000.00 ",1
27117,PCARD,MATTHEWS CATERING,,$291.62 ,3
27123,PCARD,MATTISONS RIVERWALK LLC,,"$1,757.76 ",17
27125,PCARD,MATTS AUTO AUTO CARE,,"$3,196.25 ",8
27126,ARS_JDE,MAURA KATE BURNS,NON-SOURCEABLE,$550.00 ,1
27128,PCARD,MAURICE ELEC - VABE,,$231.74 ,3
27129,PCARD,MAURICIO MEXICAN FOO,,$39.95 ,1
27136,ARS_JDE,MAVEN INDUSTRIAL SUPPLY INC,,"$2,343.66 ",14
27137,ARS_JDE,MAVERICK LEAD GENERATION INC,,"$15,000.00 ",1
27186,PCARD,MAVICH BRANDING GROUP LLC,,"$5,888.55 ",13
27187,PCARD,MAVIS TIRE SUPPLY LLC,,"$1,805.58 ",3
27188,PCARD,MAVIS00244,,$92.91 ,1
27190,PCARD,MAVIS00383,,$21.31 ,1
27191,PCARD,MAVIS00604,,$261.97 ,2
27192,PCARD,MAVIS00677,,$201.26 ,1
27193,PCARD,MAVIS00890,,$221.94 ,1
27196,PCARD,MAVIS04036,,$262.75 ,1
27197,PCARD,MAVIS04354,,$122.70 ,1
27198,ARS_JDE,MAVRIS ARTS & EVENT CENTER,,$395.23 ,1
27199,ARS_JDE,MAX I WALKER,,"$3,237.64 ",9
27202,PCARD,MAXI'S DELI,,$148.89 ,3
27203,ARS_JDE,MAX-IT SERVICES,,$117.29 ,1
27205,PCARD,MAXS CUISINE INC,,$38.13 ,1
27206,PCARD,MAXS OF BURLINGAME,,$228.64 ,3
27213,ARS_JDE,MAYCO MUFFLER SHOP #12,,"$8,064.66 ",110
27214,ARS_JDE,MAYFLOWER TRANSIT LLC,LOWES,"$18,079.49 ",1
27215,ARS_JDE,MAYNARD ELECTRIC COMPANY,,"$8,270.00 ",2
27219,PCARD,MAYNARDS TOWING INC,,$798.24 ,2
27220,PCARD,MAZATLAN MEXICAN RESTAURA,,$46.98 ,1
27222,PCARD,MAZZYS SPORTS BAR & GRILL,,$155.86 ,2
27223,PCARD,MAZZYS SPORTS TAVERN-D,,$42.95 ,1
27224,ARS_JDE,MB AUTO & TRUCK PARTS,,"$2,930.44 ",97
27225,PCARD,MB PARCEL SERVICES INC,,$15.19 ,1
27226,PCARD,MB REDEVELOPMENT INC,,"$6,091.54 ",3
27227,PCARD,MBAY FRONT DESK,,$261.15 ,1
27229,PCARD,MBG TRADING CORPORATION,,$85.19 ,1
27234,PCARD,MC SHORT LLC,,$87.29 ,1
27235,PCARD,MCA SCHAUMBURG INC,,$110.31 ,1
27237,PCARD,MCALISTER'S 100910,,$52.26 ,2
27238,PCARD,MCALISTER'S 100956,MCALISTER'S,$264.62 ,1
27239,PCARD,MCALISTER'S 102187 OL,,$95.73 ,1
27242,PCARD,MCALISTER'S 1082,,$27.48 ,1
27243,PCARD,MCALISTER'S 1195,MCALISTER'S,$57.56 ,2
27248,PCARD,MCALISTER'S DELI 534,,$10.16 ,1
27249,PCARD,MCALISTER'S DELI#1037Q39,,$30.57 ,1
27250,PCARD,MCALISTER'S MM#1361,,$490.50 ,1
27251,PCARD,MCALISTER'S ONLINE 1139,,$777.14 ,3
27255,ARS_JDE,MCAULIFFES ACE,,"$1,080.67 ",21
27259,PCARD,MCCABE PUB INC,,$76.68 ,1
27262,PCARD,MCCABES IRISH PUB,,$30.00 ,1
27267,ARS_JDE,MCCALLS SUPPLY INC,,"$34,894.73 ",340
27270,ARS_JDE,MCCANN INDUSTRIES INC,,$197.02 ,1
27272,ARS_JDE,MCCARTHY PIEDMONT TIRE SERVICE INC,,"$25,913.02 ",276
27275,ARS_JDE,MCCARTY CUSTOMIZED IMPROVEMENTS LTD,,"$9,311.03 ",15
27279,ARS_JDE,MCCAULEY LUMBER COMPANY,,"$152,598.45 ",240
27293,ARS_JDE,MCCOMBS FORD WEST INC,,$11.57 ,1
27296,PCARD,MCCORMACK FIRE EXTINGUISH,,$305.09 ,1
27299,PCARD,MCCORMICK & SCHMICK REST,,$641.23 ,5
27300,PCARD,MCCORMICK & SCHMICK TEXA,,"$1,701.01 ",19
27323,PCARD,MCDONALD'S  F10781,,$22.24 ,2
27332,PCARD,McDonald's Corporation,,$503.79 ,4
27334,PCARD,MCDONALD'S F10448,,$7.47 ,1
27335,PCARD,MCDONALD'S F10907,,$13.83 ,1
27344,PCARD,MCDONALD'S F12420,MC DONALD'S,$8.20 ,1
27346,PCARD,MCDONALD'S F13403,,$8.93 ,1
27347,PCARD,MCDONALD'S F13512,,$12.12 ,1
27349,PCARD,MCDONALD'S F13570,,$19.18 ,2
27357,PCARD,MCDONALD'S F17274,,$23.83 ,2
27360,PCARD,MCDONALD'S F17836,,$7.47 ,1
27362,PCARD,MCDONALD'S F18611,,$13.10 ,1
27365,PCARD,MCDONALD'S F20727,MC DONALD'S,$18.81 ,2
27366,PCARD,MCDONALD'S F20783,MC DONALD'S,$330.35 ,4
27367,PCARD,MCDONALD'S F21058,,$12.49 ,1
27371,PCARD,MCDONALD'S F23396,,$12.48 ,1
27372,PCARD,MCDONALD'S F23794,,$27.94 ,3
27373,PCARD,MCDONALD'S F24646,,$9.19 ,1
27374,PCARD,MCDONALD'S F24963,,$9.74 ,1
27375,PCARD,MCDONALD'S F25290,,$86.48 ,1
27377,PCARD,MCDONALD'S F27220,,$3.98 ,1
27378,PCARD,MCDONALD'S F27472,MC DONALD'S,$72.04 ,9
27380,PCARD,MCDONALD'S F27604,,$16.23 ,1
27381,PCARD,MCDONALD'S F27968,,$5.87 ,1
27382,PCARD,MCDONALD'S F30338,,$8.01 ,1
27396,PCARD,MCDONALD'S F34643,,$8.19 ,1
27397,PCARD,MCDONALD'S F34934,,$8.02 ,1
27398,PCARD,MCDONALD'S F35425,MC DONALD'S,$47.22 ,3
27399,PCARD,MCDONALD'S F35687,,$20.59 ,2
27405,PCARD,MCDONALD'S F36245,,$8.70 ,1
27406,PCARD,MCDONALD'S F36629,,$161.00 ,3
27409,PCARD,MCDONALD'S F38466,MC DONALD'S,$17.02 ,1
27410,PCARD,MCDONALD'S F39376,,$8.32 ,1
27411,PCARD,MCDONALD'S F39450,,$10.78 ,1
27412,PCARD,MCDONALD'S F39484,,$11.24 ,1
27413,PCARD,MCDONALD'S F40438,,$9.30 ,1
27419,PCARD,MCDONALD'S F5548,,$23.22 ,2
27433,PCARD,MCDONALD'S F7255,,$314.08 ,3
27446,PCARD,MCDONALD'S M5035 OF VA,,$9.89 ,1
27447,PCARD,MCDONALD'S M5233 OF FL,,$158.12 ,2
27453,ARS_JDE,MCDUFFIE COUNTY,NON-SOURCEABLE,$327.29 ,6
27454,PCARD,MCE EWR LLC,,$176.30 ,4
27456,PCARD,MCE-DIA LLC,,$27.81 ,1
27457,PCARD,MCE-DTW LLC,,$29.46 ,1
27461,PCARD,MCG DPS 61402,,"$60,174.57 ",490
27468,ARS_JDE,MCGHEE CRANE SERVICE INC,,$550.00 ,1
27470,PCARD,MCGINNIS OIL CO LLC,,$123.44 ,3
27482,PCARD,MCGUIRES TAVERN,,$27.92 ,1
27486,PCARD,MCI USA,,$303.59 ,1
27488,ARS_JDE,MCINTYRE WRECKER SERVICE,,$225.53 ,1
27492,PCARD,MCKAY MCKAY PARTNERS INC,,"$2,581.00 ",1
27499,ARS_JDE,MCKINLAY EXCAVATING INC,,"$3,665.00 ",6
27500,PCARD,MCKINNEY COMM DEV WEB,,"$3,599.00 ",84
27505,PCARD,MCKINSEY STEEL AND SUPPLY,,"$3,253.60 ",2
27510,ARS_JDE,MCLENDON HARDWARE,,"$8,029.53 ",62
27517,PCARD,MCMANUS RENTALS,,$111.96 ,1
27518,PCARD,MCMASTER-CARR,,$93.93 ,1
27519,PCARD,MCME LLC,,$23.90 ,1
27520,PCARD,MCMENAMINS INC,,$38.00 ,1
27527,PCARD,MCNAMARA AIRP MEZZA,,$12.71 ,1
27533,PCARD,MCO CAMDEN B50 6452162,,$31.59 ,2
27534,PCARD,MCO CIBO EXPRESS 72,,$21.07 ,1
27535,PCARD,MCO NATURE'S TABLE,,$45.68 ,3
27536,PCARD,MCO URBAN CRAVE 6451413,,$42.34 ,1
27537,PCARD,MCO WENDY'S,,$21.40 ,2
27540,ARS_JDE,MCPHERSON BROS PLUMING,,"$9,700.00 ",2
27545,PCARD,MCR MEDICAL,,$70.56 ,1
27546,PCARD,MCRAV LODGING LLC,,$147.90 ,1
27547,PCARD,MCRT2 DUBLIN TENANT LLC,,"$1,066.18 ",9
27548,ARS_JDE,MCSPADDEN'S,,$37.00 ,2
27550,PCARD,MCTR-GWINNETT #65,,$18.01 ,1
27551,PCARD,MCW 2303-TOPAZ,,$20.00 ,1
27552,PCARD,MCW#0227-SANFORD,,$33.54 ,2
27553,PCARD,MCW#2-GESSNER,,$32.00 ,1
27557,PCARD,MD MIDWEST LLC,,$567.35 ,3
27558,PCARD,MD ORION LLC,,$372.10 ,5
27559,PCARD,MD REZAUL KARIM,,$70.14 ,1
27561,ARS_JDE,MDA LEADERSHIP CONSULTING,,"$173,950.00 ",26
27565,PCARD,MDC MARKET PLACE,,$46.15 ,2
27566,PCARD,MDC RER (BLDG) DEPT-WEB,,"$180,284.12 ",1276
27567,ARS_JDE,MDIA - QUEEN ANNE COUNTY,NON-SOURCEABLE,"$1,336.00 ",7
27568,PCARD,MDM BRICKELL HOTEL GROUP,,$498.89 ,1
27570,PCARD,MDM HOTEL GROUP LTD.,,$522.56 ,4
27571,PCARD,MDM WENDYS,,$16.10 ,1
27572,ARS_JDE,MDS INC,,$399.78 ,6
27573,PCARD,MDW BIG BOWL 6901312,,$50.92 ,4
27574,PCARD,MDW BIGSHDERSCOFFEEB 1310,,$26.09 ,2
27575,PCARD,MDW DUNKIND B ENDCAP 3175,,$4.46 ,1
27576,PCARD,MDW FOOD HALL 6901114,,$24.67 ,1
27577,PCARD,MDW REILLY DGHTR BAR 3470,,$44.71 ,1
27578,PCARD,MDW TALL BOY TACO 6902122,,$75.94 ,4
27579,PCARD,MDWYPRMTSMIS*CGOVPYMT,,$120.00 ,2
27580,PCARD,MDWYPRMTSMISCGOVPYMT,,$200.00 ,4
27585,PCARD,MEADOWS PLACE COURT,,$222.53 ,2
27589,ARS_JDE,MEADS HARDWARE,,$65.65 ,2
27590,PCARD,Meals In Motion LLC,,"$1,766.19 ",15
27591,PCARD,MECA,,$132.00 ,1
27592,PCARD,MECHANICAL EQUIPMENT COMP,,$652.57 ,4
27595,ARS_JDE,MECHANICAL SKILLS INC,,"$19,025.00 ",7
27597,PCARD,MECKLENBURG CO REV COLLEC,,"$16,670.55 ",1
27601,PCARD,MEDFIELDMISCGOVPYMT,,$570.00 ,9
27603,PCARD,MEDIA MONKEY,,"$1,550.00 ",3
27606,PCARD,Median.co,,$229.00 ,1
27607,PCARD,MEDIAPOST,,$990.00 ,2
27608,PCARD,MEDINA CO HEALTH DEPT,,$156.00 ,2
27609,ARS_JDE,MEDINA COUNTY DEPARTMENT OF HEALTH,NON-SOURCEABLE,$311.00 ,1
27611,PCARD,MEDINA OFFICE- MSC,,$226.05 ,2
27616,ARS_JDE,MEDLIT SOLUTIONS,,$900.20 ,1
27618,PCARD,MEDWAY*SERVI*CE FEE,,$5.00 ,2
27623,ARS_JDE,MEGA BUILDERS LLC,,"$2,600.00 ",2
27624,PCARD,MEGAPLEX FULFILLMENT CNT,,"$11,541.26 ",3
27628,PCARD,MEHFIL,,$38.00 ,1
27631,PCARD,MEIJER # 143,,$16.98 ,1
27632,PCARD,MEIJER # 161,,$200.79 ,1
27633,PCARD,MEIJER # 185,,$10.97 ,1
27638,PCARD,MEIJER GREAT LAKES LIMITE,,"$1,597.19 ",23
27639,PCARD,MEINEKE - CINCINNATI COL,,$20.95 ,1
27640,ARS_JDE,MEINEKE CAR CARE #1917,,$662.26 ,5
27641,PCARD,MEINEKE CAR CARE CENTER 4,,$848.00 ,1
27642,PCARD,MEINEKE PROVO,,$477.26 ,1
27645,PCARD,MELE CORPORATION INC,,$22.19 ,1
27648,PCARD,Melio,,$514.50 ,2
27649,ARS_JDE,MELISSA DATA CORP,,"$51,400.00 ",3
27653,PCARD,MELT BAR AND GRILLED INC,,$40.02 ,1
27656,ARS_JDE,MELVIN PERRYMAN - PETTY CASH,NON-SOURCEABLE,"$153,262.90 ",27
27660,PCARD,MEM BLUFF CITY MK,,$49.88 ,5
27662,PCARD,MEM GRIND CITY,,$89.40 ,10
27663,PCARD,MEM MARKET 901,,$96.34 ,9
27665,PCARD,MEM TAXI 511,,$30.00 ,1
27666,PCARD,MEM TRIP AD SHOP,,$513.37 ,54
27668,ARS_JDE,MEMORIAL HERMANN HEALTH SYSTEM,,$58.25 ,1
27670,PCARD,MEMPHIS BAR ASSOCIATION I,,$625.00 ,2
27671,ARS_JDE,MEMPHIS BOTANIC GARDEN FOUNDATION INC,,"$22,752.86 ",1
27672,ARS_JDE,MEMPHIS COMMUNICATIONS CORP.,,$237.06 ,1
27673,PCARD,MEMPHIS GOODWILL INC,,$6.00 ,1
27674,PCARD,MEMPHIS GRIZZLIES CONC,,$47.39 ,3
27678,ARS_JDE,MEMPHIS LIGHT GAS & WATER,,"$1,701.42 ",3
27679,PCARD,MEMPHIS MADE BREW. STE,,$192.29 ,9
27680,PCARD,MEMPHIS PERKS,,"$1,871.00 ",39
27681,PCARD,MEMPHIS PIZZA CAFE,,$647.98 ,9
27682,PCARD,MEMPHIS REDBIRDS,,"$1,967.00 ",1
27683,ARS_JDE,MEMPHIS SHELBY CRIME COMMISSION,,"$10,000.00 ",1
27684,PCARD,MEMPHIS SUBS 819 LLC,,$932.89 ,9
27686,PCARD,MEMPHIS ZOOLOGICAL,,$155.00 ,1
27687,PCARD,MEMPHIS-SHELBY CNTY AIRPO,,"$6,367.00 ",156
27688,PCARD,MemphisShelbyAirport,,"$1,074.00 ",25
27689,PCARD,MEMPOPS - EAST MEMPHIS,,$4.79 ,1
27690,PCARD,MENARD INC,,$835.20 ,3
27691,PCARD,MENARDS 3365,,$696.60 ,1
27694,PCARD,MENARDS EVENDALE OH,,$137.04 ,1
27695,PCARD,MENARDS LANCASTER OH,,$125.07 ,4
27696,PCARD,MENARDS LEWIS CENTER OH,,$51.53 ,6
27697,PCARD,MENARDS MARION OH,,($353.96),2
27698,PCARD,MENARDS ONTARIO OH,,"$1,181.71 ",1
27699,PCARD,MENARDS RALSTON NE,,$985.08 ,7
27704,ARS_JDE,MENDHAM TOWNSHIP,NON-SOURCEABLE,"$1,291.00 ",6
27707,ARS_JDE,MENDITCH INVESTMENTS,,"$796,021.14 ",108
27708,PCARD,MENDOZA COMPANY,,$37.64 ,3
27709,PCARD,MENDOZA MEXICAN RESTAURAN,,$451.02 ,2
27719,PCARD,MERA RD LLC,,$45.93 ,4
27720,PCARD,MERCADO CALIFORNIA,,$110.72 ,1
27722,PCARD,MERCEDES BENZ OF SILVER,,"$1,399.24 ",1
27723,PCARD,MERCEDES BENZ OF WEST CH,,"$2,167.81 ",2
27725,ARS_JDE,MERCER H&B ADMIN,,"$6,398,969.76 ",4
27730,PCARD,MERENDINOS PIZZA,,$141.93 ,1
27732,PCARD,Merica Now News Network L,,$32.39 ,1
27733,PCARD,MERIDIEN HOTELS,,"$2,583.62 ",8
27735,PCARD,MERITAS HEALTH CORPORATIO,,$456.00 ,2
27748,PCARD,MESA FOOD MART,,$43.60 ,1
27749,ARS_JDE,MESHER SUPPLY COMPANY,,"$9,968.40 ",11
27750,ARS_JDE,MESO INC,,"$2,864.63 ",4
27751,PCARD,Message4U Pty Ltd,,"$4,136.69 ",6
27752,ARS_JDE,MESSAGEBIRD USA INC,,"$70,200.00 ",2
27753,ARS_JDE,MESSER WORK VAN SOLUTIONS LLC,,"$4,991.73 ",2
27755,ARS_JDE,METAL MAN INC,,"$13,799.79 ",23
27756,PCARD,METAL SUPERMARKETS,,$261.08 ,1
27758,PCARD,METALMART CO,,$918.72 ,4
27761,ARS_JDE,METRO COMMUNITY COLLEGE,,$100.00 ,1
27764,PCARD,METRO DINER PLAINFIELD,,"$1,155.13 ",3
27765,PCARD,METRO EXPRESSLANES WEB R,,$44.30 ,4
27766,PCARD,METRO FORD,,$317.03 ,2
27767,PCARD,METRO GARLAND LLC,,$433.92 ,1
27768,ARS_JDE,METRO SAWCUTTING & ASPHALT MAINT,,"$143,675.00 ",109
27769,PCARD,METRO SKYWEST,,$20.72 ,1
27772,PCARD,METROCENTER SIGNWORKS INC,,"$1,374.00 ",1
27775,ARS_JDE,METROPOLITAN COMMUNICATIONS,,"$1,089.31 ",1
27776,PCARD,METROPOLITAN NASHVILLE AI,,"$2,634.00 ",25
27777,ARS_JDE,METROPOLITAN UTILITIES DISTRICT,,"$89,675.18 ",60
27781,ARS_JDE,METUCHEN BORO,,"$2,998.00 ",19
27782,PCARD,METZ CATERING FL LLC,,$33.80 ,1
27783,PCARD,METZ CULINARY MANAGEMENT,,$6.20 ,1
27785,PCARD,MEXICAN FOOD III INC,,$37.00 ,1
